date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,boundary_layer_height,wet_bulb_temperature_2m,total_column_integrated_water_vapour
2026-1-1 0:00,-11.2,36,-23.2,-15.7,0,0,0,0,1,1032.4,1029,41,0,41,0,0.01,0.2,1.2,1.1,333,311,2.4,-8.8,0.09,0,0,0,0,0,0,-3.4,1.9,10.8,0.16,0.2,0.17,20,-12.9,2.4
2026-1-1 1:00,-11.2,32,-24.7,-16.3,0,0,0,0,1,1032.3,1028.9,23,0,23,0,0.02,0.2,2.2,3.6,355,1,3.8,-9,0.09,0,0,0,0,0,0,-3.6,1.9,10.7,0.16,0.2,0.17,35,-12.8,2.5
2026-1-1 2:00,-11,26,-26.7,-16.4,0,0,0,0,1,1032.1,1028.7,41,0,41,0,0.03,0.2,2.8,5.8,2,8,5.1,-11,0.09,0,0,0,0,0,0,-3.8,1.9,10.7,0.16,0.2,0.17,65,-12.4,2.6
2026-1-1 3:00,-11.1,27,-26.5,-16.8,0,0,0,0,2,1032.4,1029,55,0,55,0,0.03,0.2,3.3,6.9,8,8,6,-10.6,0.09,0,0,0,0,0,0,-4.1,1.8,10.7,0.16,0.2,0.17,175,-12.6,2.7
2026-1-1 4:00,-11.5,34,-24.3,-17.2,0,0,0,0,1,1032.5,1029.1,37,0,37,0,0.02,0.2,3.3,6.6,15,15,6.2,-10.2,0.09,0,0,0,0,0,0,-4.4,1.8,10.7,0.16,0.2,0.17,235,-13.1,2.7
2026-1-1 5:00,-12.2,38,-23.7,-17.8,0,0,0,0,1,1033.1,1029.7,24,0,24,0,0.02,0.2,3.2,6.4,16,19,6.2,-10.1,0.09,0,0,0,0,0,0,-4.6,1.8,10.7,0.16,0.2,0.17,275,-13.8,2.6
2026-1-1 6:00,-12.4,39,-23.6,-18.2,0,0,0,0,0,1033.7,1030.3,5,0,5,0,0.02,0.1,3.5,6.6,15,17,6.7,-10.1,0.09,0,0,0,0,0,0,-4.8,1.8,10.7,0.16,0.2,0.17,420,-14.1,2.3
2026-1-1 7:00,-12.8,40,-23.6,-18.5,0,0,0,0,0,1034.6,1031.2,0,0,0,0,0.02,0.1,3.3,6.2,12,14,6.9,-10.2,0.09,0,0,0,0,0,0,-5,1.8,10.6,0.16,0.2,0.17,615,-14.4,2
2026-1-1 8:00,-13.2,43,-23,-19.1,0,0,0,0,0,1035.1,1031.7,0,0,0,0,0.02,0.1,3.9,6.7,356,359,7.5,-11.4,0.09,14,4,10,63,14,38,-5,1.8,10.6,0.16,0.2,0.17,645,-14.7,1.8
2026-1-1 9:00,-12.6,35,-24.9,-18.8,0,0,0,0,0,1035.9,1032.5,0,0,0,0,0.04,0.2,4.3,6.8,348,350,9.2,-10.8,0.09,120,68,52,408,120,236,-5.2,1.7,10.6,0.16,0.2,0.17,740,-14,1.3
2026-1-1 10:00,-11.8,29,-26.1,-18.3,0,0,0,0,0,1036.4,1033,0,0,0,0,0.06,0.2,4.9,7.2,351,352,10.9,-9.8,0.09,257,180,77,613,257,416,-5.4,1.6,10.6,0.16,0.2,0.17,855,-13.2,1.3
2026-1-1 11:00,-10.7,24,-27.3,-17.4,0,0,0,0,0,1036.4,1033,0,0,0,0,0.08,0.2,5,7.3,357,358,11.5,-8.8,0.09,362,272,90,709,362,542,-5.5,1.6,10.6,0.16,0.2,0.17,945,-12.1,1.4
2026-1-1 12:00,-9.9,22,-27.8,-16.7,0,0,0,0,0,1036.1,1032.7,0,0,0,0,0.09,0.2,5.2,7.5,3,5,12,-7.7,0.09,417,322,95,750,417,607,-5.5,1.6,10.6,0.16,0.2,0.17,1125,-11.4,1.3
2026-1-1 13:00,-9.6,21,-28,-16.3,0,0,0,0,0,1035.8,1032.5,0,0,0,0,0.09,0.2,5.1,7.4,6,7,12.2,-6.9,0.09,417,321,96,749,417,606,-5.5,1.6,10.6,0.16,0.2,0.17,1200,-11.1,1.3
2026-1-1 14:00,-9.4,22,-27.2,-15.8,0,0,0,0,0,1035.6,1032.3,0,0,0,0,0.08,0.2,4.7,6.8,2,2,11.8,-5.6,0.09,359,270,89,708,359,539,-5.4,1.6,10.6,0.16,0.2,0.17,1200,-11,1.3
2026-1-1 15:00,-9.4,22,-27.4,-15.8,0,0,0,0,0,1035.7,1032.4,0,0,0,0,0.07,0.2,4.6,6.7,356,357,10.8,-5.8,0.09,252,176,76,606,252,411,-5.3,1.6,10.6,0.16,0.2,0.17,1165,-11.1,1.2
2026-1-1 16:00,-9.9,23,-27.3,-16.2,0,0,0,0,0,1036.3,1032.9,0,0,0,0,0.05,0.2,4.3,6.6,354,355,10.3,-6.4,0.09,117,67,50,413,117,229,-5.2,1.5,10.6,0.16,0.2,0.17,1090,-11.5,1.2
2026-1-1 17:00,-10.6,25,-26.8,-16.5,0,0,0,0,0,1036.9,1033.5,0,0,0,0,0.03,0.2,3.5,6.3,354,356,8.9,-7.2,0.09,12,4,8,66,12,34,-5.2,1.5,10.6,0.16,0.2,0.17,950,-12.1,1.2
2026-1-1 18:00,-11,26,-26.7,-16.8,0,0,0,0,0,1037.2,1033.8,0,0,0,0,0.03,0.2,3.3,6.2,356,359,7.2,-8,0.09,0,0,0,0,0,0,-5.2,1.4,10.6,0.16,0.2,0.17,820,-12.5,1.3
2026-1-1 19:00,-11.4,27,-26.7,-17,0,0,0,0,0,1037.4,1034,0,0,0,0,0.03,0.2,3.1,6,359,1,6.7,-8.6,0.09,0,0,0,0,0,0,-5.2,1.4,10.6,0.16,0.2,0.17,705,-12.7,1.5
2026-1-1 20:00,-11.9,28,-26.8,-17.2,0,0,0,0,0,1037.3,1033.9,0,0,0,0,0.02,0.2,2.5,5.3,353,357,6.2,-8.9,0.09,0,0,0,0,0,0,-5.2,1.4,10.6,0.16,0.2,0.17,430,-13.2,1.7
2026-1-1 21:00,-12.3,29,-26.8,-17.3,0,0,0,0,0,1037.1,1033.7,0,0,0,0,0.02,0.2,1.9,4.6,340,351,4.8,-9.4,0.09,0,0,0,0,0,0,-5.3,1.4,10.6,0.16,0.2,0.17,235,-13.5,1.8
2026-1-1 22:00,-12.6,30,-26.7,-17.5,0,0,0,0,0,1036.8,1033.4,0,0,0,0,0.01,0.2,1.6,4.3,329,344,3.6,-9.9,0.09,0,0,0,0,0,0,-5.4,1.4,10.6,0.16,0.2,0.17,125,-13.8,2
2026-1-1 23:00,-12.8,30,-26.6,-17.6,0,0,0,0,0,1036.9,1033.5,0,0,0,0,0.01,0.2,1.6,4.1,316,336,3.1,-10.3,0.09,0,0,0,0,0,0,-5.6,1.4,10.6,0.16,0.2,0.17,85,-14,2.2
2026-1-2 0:00,-12.9,31,-26.6,-17.9,0,0,0,0,0,1036.6,1033.2,0,0,0,0,0.02,0.2,1.9,4.5,314,331,3.6,-10.6,0.09,0,0,0,0,0,0,-5.7,1.3,10.6,0.16,0.2,0.17,80,-14.1,2.1
2026-1-2 1:00,-13,31,-26.6,-18.1,0,0,0,0,0,1036.3,1032.9,0,0,0,0,0.02,0.2,2.2,4.9,316,333,4,-10.8,0.09,0,0,0,0,0,0,-5.8,1.3,10.6,0.16,0.2,0.17,90,-14.1,2.1
2026-1-2 2:00,-13.2,33,-26.2,-18.3,0,0,0,0,0,1036,1032.6,0,0,0,0,0.02,0.1,2.1,4.9,319,333,4,-12.4,0.09,0,0,0,0,0,0,-6,1.3,10.6,0.16,0.2,0.17,95,-14.4,2.2
2026-1-2 3:00,-13.6,35,-25.8,-18.7,0,0,0,0,0,1035.7,1032.3,0,0,0,0,0.01,0.1,2.1,4.7,315,330,3.9,-12.4,0.09,0,0,0,0,0,0,-6.3,1.2,10.6,0.16,0.2,0.17,75,-14.8,2.1
2026-1-2 4:00,-13.8,36,-25.6,-18.8,0,0,0,0,0,1035.3,1031.9,0,0,0,0,0.01,0.1,2,4.7,319,332,3.8,-12.3,0.09,0,0,0,0,0,0,-6.5,1.2,10.6,0.16,0.2,0.17,70,-15.1,1.9
2026-1-2 5:00,-14,37,-25.4,-18.9,0,0,0,0,0,1035,1031.6,0,0,0,0,0.01,0.1,1.8,4.4,320,332,3.7,-12.4,0.09,0,0,0,0,0,0,-6.7,1.2,10.6,0.16,0.2,0.17,55,-15.2,1.8
2026-1-2 6:00,-14.3,38,-25.4,-19,0,0,0,0,0,1034.8,1031.4,0,0,0,0,0.01,0.1,1.4,3.8,321,335,3.3,-12.4,0.09,0,0,0,0,0,0,-6.8,1.2,10.6,0.16,0.2,0.17,40,-15.5,1.8
2026-1-2 7:00,-14.8,41,-25.3,-19.4,0,0,0,0,0,1034.7,1031.3,0,0,0,0,0.01,0.1,1.2,3.2,320,342,2.7,-12.6,0.09,0,0,0,0,0,0,-7,1.1,10.5,0.16,0.2,0.17,30,-16.1,1.7
2026-1-2 8:00,-14.4,42,-24.6,-19.2,0,0,0,0,0,1034.7,1031.3,0,0,0,0,0.01,0.1,1.4,3.5,316,337,2.2,-14.4,0.09,14,5,9,79,14,38,-7.2,1,10.5,0.16,0.2,0.17,45,-15.8,1.6
2026-1-2 9:00,-12.7,36,-24.8,-17.3,0,0,0,0,0,1034.8,1031.4,0,0,0,0,0.02,0.1,1.2,2.3,282,334,2.9,-13.2,0.09,121,71,50,426,121,236,-7.4,1,10.6,0.16,0.2,0.17,60,-14.2,1.5
2026-1-2 10:00,-10,27,-25.5,-14.2,0,0,0,0,0,1034.8,1031.4,0,0,0,0,0.05,0.2,0.4,0.8,240,293,2.9,-11.4,0.09,257,182,75,618,257,416,-7.6,1,10.6,0.16,0.2,0.17,130,-11.7,1.5
2026-1-2 11:00,-7.8,21,-26.3,-12.1,0,0,0,0,0,1034.2,1030.9,0,0,0,0,0.08,0.3,0.6,0.8,209,212,3.3,-9.3,0.09,364,276,88,718,364,544,-7.5,1,10.6,0.16,0.2,0.17,255,-9.9,1.4
2026-1-2 12:00,-6,17,-27,-10.6,0,0,0,0,0,1032.5,1029.2,0,0,0,0,0.1,0.3,1,1.3,200,207,4.1,-7.3,0.09,421,328,93,762,421,609,-7.4,1,10.5,0.16,0.2,0.17,385,-8.6,1.4
2026-1-2 13:00,-4.8,15,-27.6,-9.5,0,0,0,0,0,1031.4,1028.1,1,0,0,1,0.11,0.4,1.3,1.7,196,203,4.5,-5.8,0.09,421,328,93,762,421,609,-7.2,1,10.5,0.16,0.2,0.17,500,-7.6,1.3
2026-1-2 14:00,-4.4,16,-26.2,-9.2,0,0,0,0,0,1030.5,1027.2,0,0,0,0,0.1,0.4,1.6,2.2,180,185,4.8,-4.3,0.09,365,277,88,723,365,542,-6.9,1,10.5,0.16,0.2,0.17,530,-7.4,1.5
2026-1-2 15:00,-4.4,21,-23.5,-9.5,0,0,0,0,1,1029.8,1026.5,27,0,25,9,0.08,0.4,2.2,3.1,170,173,5.5,-4.1,0.09,256,182,74,622,256,414,-6.6,0.9,10.5,0.16,0.2,0.17,450,-7.5,1.7
2026-1-2 16:00,-5.6,35,-18.7,-10.8,0,0,0,0,2,1029.7,1026.4,57,0,56,13,0.05,0.3,2.6,4.3,163,167,5.7,-4.6,0.09,118,65,53,395,118,233,-6.3,0.9,10.5,0.16,0.2,0.17,260,-8.6,2
2026-1-2 17:00,-7.4,55,-14.9,-12.2,0,0,0,0,2,1029.4,1026.1,70,0,70,0,0.02,0.2,2.5,5.2,164,172,5.2,-5.6,0.09,12,3,9,48,12,35,-6.1,0.9,10.4,0.16,0.2,0.17,195,-9.7,2.3
2026-1-2 18:00,-7.8,65,-13.2,-12.4,0,0,0,0,0,1029.1,1025.8,3,0,3,0,0.01,0.1,2.1,5.1,176,183,4.7,-6.4,0.09,0,0,0,0,0,0,-5.9,0.9,10.4,0.16,0.2,0.17,140,-9.8,2.2
2026-1-2 19:00,-8.4,73,-12.4,-12.7,0,0,0,0,0,1028.5,1025.2,0,0,0,0,0,0.1,1.7,4.9,183,188,3.8,-7.2,0.09,0,0,0,0,0,0,-5.8,0.9,10.4,0.16,0.2,0.17,75,-10,2.4
2026-1-2 20:00,-9.1,77,-12.4,-13.3,0,0,0,0,0,1028.1,1024.8,1,0,0,1,0,0.1,1.4,4.5,198,197,3,-7.9,0.09,0,0,0,0,0,0,-5.6,0.9,10.4,0.16,0.2,0.17,60,-10.5,2.7
2026-1-2 21:00,-8.9,79,-11.8,-12.7,0,0,0,0,0,1027.5,1024.2,1,0,0,1,0,0.1,0.8,4,180,186,2.3,-8.6,0.09,0,0,0,0,0,0,-5.6,0.9,10.4,0.16,0.2,0.17,35,-10.3,3
2026-1-2 22:00,-8.6,81,-11.2,-12,0,0,0,0,0,1027,1023.7,1,0,1,1,0,0.1,0.3,3,68,183,1.3,-9.1,0.09,0,0,0,0,0,0,-5.7,0.9,10.4,0.16,0.2,0.17,15,-9.8,3
2026-1-2 23:00,-9,82,-11.5,-12.6,0,0,0,0,0,1027,1023.7,6,0,0,6,0,0.1,0.4,1,8,195,1.1,-9.4,0.09,0,0,0,0,0,0,-5.8,0.9,10.4,0.16,0.2,0.17,15,-10.2,2.9
2026-1-3 0:00,-9.3,80,-12,-13.5,0,0,0,0,0,1026.9,1023.6,2,0,0,2,0,0.1,1.6,1.4,355,339,3.1,-9.5,0.09,0,0,0,0,0,0,-5.9,0.9,10.4,0.16,0.2,0.17,25,-10.6,2.7
2026-1-3 1:00,-10.2,82,-12.7,-14.5,0,0,0,0,0,1026.9,1023.6,2,0,0,2,0,0.1,1.6,2.4,342,347,3.2,-9.6,0.09,0,0,0,0,0,0,-6,0.8,10.4,0.16,0.2,0.17,30,-11.4,2.6
2026-1-3 2:00,-10.5,77,-13.8,-15.2,0,0,0,0,0,1027.1,1023.8,0,0,0,0,0,0.1,2.2,4.3,330,338,3.4,-11.2,0.09,0,0,0,0,0,0,-6,0.8,10.4,0.16,0.2,0.17,45,-11.9,2.5
2026-1-3 3:00,-11.3,75,-14.8,-16.2,0,0,0,0,0,1027.1,1023.8,0,0,0,0,0,0.1,2.6,5.3,331,350,4.6,-11,0.09,0,0,0,0,0,0,-6.2,0.8,10.4,0.16,0.2,0.17,50,-12.7,2.5
2026-1-3 4:00,-10.9,55,-18.2,-16.1,0,0,0,0,0,1027.2,1023.9,0,0,0,0,0.01,0.1,2.8,6.4,334,350,5.2,-10.8,0.09,0,0,0,0,0,0,-6.4,0.8,10.4,0.16,0.2,0.17,70,-12.8,2.5
2026-1-3 5:00,-9.9,37,-21.8,-15.4,0,0,0,0,0,1027.5,1024.2,0,0,0,0,0.02,0.2,3,6.8,341,353,5.6,-10.6,0.09,0,0,0,0,0,0,-6.4,0.8,10.4,0.16,0.2,0.17,85,-12,2.5
2026-1-3 6:00,-9.6,38,-21.3,-14.9,0,0,0,0,0,1027.7,1024.4,0,0,0,0,0.02,0.2,2.8,6.3,344,356,5.6,-10.4,0.09,0,0,0,0,0,0,-6.6,0.8,10.4,0.16,0.2,0.17,80,-11.7,2.6
2026-1-3 7:00,-9.8,42,-20.2,-14.9,0,0,0,0,0,1028.4,1025.1,0,0,0,0,0.02,0.2,2.4,5.7,346,357,5.2,-10.3,0.09,0,0,0,0,0,0,-6.6,0.8,10.4,0.16,0.2,0.17,70,-12,2.6
2026-1-3 8:00,-9.6,47,-18.8,-14.7,0,0,0,0,0,1028.7,1025.4,0,0,0,0,0.02,0.2,2.5,5.8,347,357,4.5,-11.6,0.09,14,5,9,79,14,38,-6.8,0.8,10.4,0.16,0.2,0.17,75,-11.8,2.8
2026-1-3 9:00,-7.6,42,-18.4,-12.7,0,0,0,0,0,1029.2,1025.9,0,0,0,0,0.04,0.2,2.5,5.2,347,357,4.6,-10.5,0.09,120,70,50,419,120,236,-6.8,0.8,10.4,0.16,0.2,0.17,120,-10.2,2.8
2026-1-3 10:00,-4.8,35,-18.1,-9.4,0,0,0,0,0,1029.7,1026.4,0,0,0,0,0.07,0.3,1.6,3.8,348,355,4.4,-8.6,0.09,254,180,74,611,254,417,-6.8,0.8,10.4,0.16,0.2,0.17,310,-7.9,2.8
2026-1-3 11:00,-2.8,30,-17.9,-7.4,0,0,0,0,0,1029.3,1026.1,0,0,0,0,0.11,0.3,1.7,2.6,10,8,5,-6.6,0.09,359,272,87,706,359,545,-6.8,0.8,10.4,0.16,0.2,0.17,515,-6.4,3
2026-1-3 12:00,-1.4,27,-18,-6.1,0,0,0,0,0,1028.5,1025.3,0,0,0,0,0.13,0.4,1.8,2.5,21,16,5.3,-4.6,0.09,415,322,93,746,415,611,-6.5,0.8,10.4,0.16,0.2,0.17,620,-5.4,3.3
2026-1-3 13:00,-0.6,26,-18,-5.2,0,0,0,0,0,1027.6,1024.4,0,0,0,0,0.13,0.4,1.6,2.2,34,27,5.3,-3.1,0.09,414,322,92,746,414,611,-6.2,0.8,10.4,0.16,0.2,0.17,655,-4.8,3.7
2026-1-3 14:00,-0.4,27,-17.2,-4.7,0,0,0,0,0,1026.8,1023.6,0,0,0,0,0.11,0.4,1.1,1.3,68,59,4.9,-1.1,0.09,356,270,86,701,356,545,-5.8,0.8,10.4,0.16,0.2,0.17,600,-4.7,4.3
2026-1-3 15:00,-0.4,27,-17.3,-4.7,0,0,0,0,0,1026.8,1023.6,0,0,0,0,0.08,0.4,1.2,1.4,90,86,3.8,-1,0.09,250,177,73,601,250,417,-5.4,0.8,10.4,0.16,0.2,0.17,510,-4.7,4.8
2026-1-3 16:00,-1.5,29,-17.4,-5.9,0,0,0,0,0,1026.9,1023.7,0,0,0,0,0.04,0.4,1.3,2.4,113,114,3.4,-1.6,0.09,117,68,49,408,117,236,-5,0.8,10.4,0.16,0.2,0.17,115,-5.5,4.7
2026-1-3 17:00,-3.4,35,-16.7,-8.3,0,0,0,0,0,1027.1,1023.9,0,0,0,0,0.03,0.3,2.3,4.4,157,155,4.1,-2.8,0.09,13,4,9,63,13,37,-4.8,0.8,10.3,0.16,0.2,0.17,115,-6.8,4.3
2026-1-3 18:00,-5,56,-12.4,-9.5,0,0,0,0,0,1027.2,1023.9,0,0,0,0,0.01,0.2,2,4.7,193,182,4.6,-3.8,0.09,0,0,0,0,0,0,-4.6,0.8,10.3,0.16,0.2,0.17,105,-7.6,4.2
2026-1-3 19:00,-6.2,68,-11.2,-10.2,0,0,0,0,0,1027.4,1024.1,0,0,0,0,0,0.1,1.2,3.8,199,187,3.9,-4.8,0.09,0,0,0,0,0,0,-4.4,0.8,10.3,0.16,0.2,0.17,70,-8.2,4
2026-1-3 20:00,-6.4,70,-11,-10.3,0,0,0,0,0,1027.4,1024.1,0,0,0,0,0,0.1,1.1,3.3,225,204,1.9,-4.6,0.09,0,0,0,0,0,0,-4,0.8,10.3,0.16,0.2,0.17,60,-8.3,3.8
2026-1-3 21:00,-6.5,70,-11,-10.3,0,0,0,0,0,1027.4,1024.1,0,0,0,0,0,0.1,0.8,3.1,237,210,1.8,-5.6,0.09,0,0,0,0,0,0,-4,0.8,10.3,0.16,0.2,0.17,45,-8.4,3.6
2026-1-3 22:00,-6.7,70,-11.2,-10.3,0,0,0,0,0,1027.7,1024.4,0,0,0,0,0,0.1,0.6,2.7,255,208,1.3,-6.3,0.09,0,0,0,0,0,0,-4,0.8,10.3,0.16,0.2,0.17,35,-8.6,3.4
2026-1-3 23:00,-7,71,-11.4,-10.6,0,0,0,0,0,1027.9,1024.6,0,0,0,0,0,0.1,0.5,2.4,276,215,1,-6.8,0.09,0,0,0,0,0,0,-4.1,0.8,10.3,0.16,0.2,0.17,25,-8.8,3.5
2026-1-4 0:00,-7.5,72,-11.6,-11.1,0,0,0,0,1,1027.8,1024.5,42,0,0,42,0,0.1,0.5,2.4,283,224,0.9,-7.4,0.09,0,0,0,0,0,0,-4.2,0.8,10.3,0.16,0.2,0.17,15,-9.2,3.6
2026-1-4 1:00,-7.8,72,-11.9,-11.5,0,0,0,0,3,1027.7,1024.4,95,0,0,95,0,0.1,0.7,2.4,293,248,1.1,-7.8,0.09,0,0,0,0,0,0,-4.2,0.8,10.3,0.16,0.2,0.17,20,-9.5,3.7
2026-1-4 2:00,-8,72,-12.2,-12,0,0,0,0,3,1027.8,1024.5,100,0,27,100,0,0.1,1.1,2.7,304,276,1.4,-10.2,0.09,0,0,0,0,0,0,-4.4,0.8,10.2,0.16,0.2,0.17,40,-9.7,3.6
2026-1-4 3:00,-9,72,-13.1,-13.3,0,0,0,0,2,1027.9,1024.6,55,0,48,49,0,0.1,1.6,3.4,320,307,2.6,-10.1,0.09,0,0,0,0,0,0,-4.6,0.8,10.2,0.16,0.2,0.17,45,-10.7,3.5
2026-1-4 4:00,-9,71,-13.3,-13.3,0,0,0,0,1,1027.8,1024.5,32,0,31,5,0,0.1,1.7,4.6,321,341,3,-10,0.09,0,0,0,0,0,0,-4.8,0.8,10.2,0.16,0.2,0.17,45,-10.7,3.6
2026-1-4 5:00,-7.8,57,-15,-12.7,0,0,0,0,0,1028,1024.7,3,0,3,0,0.01,0.1,2.5,6.6,340,354,4.5,-9.7,0.09,0,0,0,0,0,0,-5,0.8,10.2,0.16,0.2,0.17,150,-10.1,3.9
2026-1-4 6:00,-7,49,-15.9,-12.2,0,0,0,0,2,1028.1,1024.8,64,0,34,49,0.02,0.2,3,7.1,356,2,5.5,-9.2,0.09,0,0,0,0,0,0,-5.2,0.8,10.2,0.16,0.2,0.17,225,-9.5,4.5
2026-1-4 7:00,-7,50,-15.6,-12.2,0,0,0,0,3,1028.7,1025.4,90,0,61,86,0.02,0.2,3,6.9,3,5,5.8,-8.8,0.09,0,0,0,0,0,0,-5.3,0.8,10.2,0.16,0.2,0.17,260,-9.5,4.9
2026-1-4 8:00,-6.4,53,-14.4,-11.5,0,0,0,0,1,1029.2,1025.9,34,0,31,8,0.02,0.2,2.9,6.4,353,357,5.7,-10.1,0.09,12,2,10,32,12,38,-5.4,0.8,10.2,0.16,0.2,0.17,250,-8.9,5.2
2026-1-4 9:00,-5.2,48,-14.4,-10.3,0,0,0,0,0,1029.6,1026.3,2,0,2,0,0.04,0.2,3,6.2,358,359,5.5,-8.8,0.09,114,61,53,365,114,237,-5.5,0.8,10.2,0.16,0.2,0.17,405,-8,5.2
2026-1-4 10:00,-3,41,-14.5,-8.1,0,0,0,0,0,1030.1,1026.8,0,0,0,0,0.08,0.3,3,4.8,3,2,6.7,-7,0.09,247,171,76,579,247,418,-5.5,0.8,10.2,0.16,0.2,0.17,580,-6.4,5.1
2026-1-4 11:00,-1.6,38,-14.2,-7.3,0,0,0,0,0,1029.9,1026.7,0,0,0,0,0.11,0.3,4,5.9,1,0,9.2,-5.2,0.09,349,260,89,673,349,546,-5.4,0.8,10.2,0.16,0.2,0.17,700,-5.4,5.1
2026-1-4 12:00,-0.6,35,-14.4,-6.2,0,0,0,0,0,1029.2,1026,0,0,0,0,0.13,0.4,3.8,5.5,358,359,9.3,-3.6,0.09,406,310,96,716,406,613,-5.2,0.8,10.2,0.16,0.2,0.17,790,-4.7,4.5
2026-1-4 13:00,0,32,-15,-5.4,0,0,0,0,0,1028.6,1025.4,0,0,0,0,0.14,0.4,3.5,5,356,356,9,-2.2,0.09,409,314,95,724,409,613,-5,0.8,10.2,0.16,0.2,0.17,840,-4.3,3.7
2026-1-4 14:00,0.2,31,-15.1,-5.2,0,0,0,0,0,1027.7,1024.5,0,0,0,0,0.13,0.4,3.3,4.7,354,355,8.8,-0.4,0.09,357,270,87,698,357,547,-4.6,0.8,10.2,0.16,0.2,0.17,945,-4.2,3.2
2026-1-4 15:00,0,28,-16.5,-5.6,0,0,0,0,0,1027.5,1024.3,0,0,0,0,0.11,0.4,3.7,5.4,353,354,8.3,-0.4,0.09,255,180,75,606,255,420,-4.3,0.8,10.2,0.16,0.2,0.17,915,-4.4,2.4
2026-1-4 16:00,-1,29,-16.6,-6.2,0,0,0,0,0,1027.5,1024.3,0,0,0,0,0.07,0.4,3,5.2,2,1,8.2,-0.4,0.09,123,72,51,426,123,239,-4,0.8,10.2,0.16,0.2,0.17,845,-5,2
2026-1-4 17:00,-2.6,32,-16.8,-7.5,0,0,0,0,0,1027.9,1024.7,0,0,0,0,0.03,0.3,2.4,5.2,16,11,6,-0.6,0.09,15,5,10,78,15,39,-3.6,0.8,10.2,0.16,0.2,0.17,240,-6.2,1.9
2026-1-4 18:00,-3.2,32,-17.4,-8.3,0,0,0,0,0,1028.2,1025,0,0,0,0,0.04,0.3,2.7,5.8,10,7,5,-0.8,0.09,0,0,0,0,0,0,-3.4,0.8,10.2,0.16,0.2,0.17,200,-6.6,1.9
2026-1-4 19:00,-3.5,31,-18.2,-8.6,0,0,0,0,0,1028.3,1025,0,0,0,0,0.03,0.3,2.6,5.9,1,360,5.2,-1.4,0.09,0,0,0,0,0,0,-3.2,0.8,10.2,0.16,0.2,0.17,175,-6.9,2
2026-1-4 20:00,-3.6,31,-18.2,-8.4,0,0,0,0,0,1028.2,1024.9,0,0,0,0,0.03,0.3,2,4.8,345,349,4.9,-0.4,0.09,0,0,0,0,0,0,-2.7,0.8,10.2,0.16,0.2,0.17,115,-7,2.7
2026-1-4 21:00,-3.7,30,-18.8,-8.8,0,0,0,0,0,1028.8,1025.5,0,0,0,0,0.03,0.3,2.5,5.6,334,339,4.6,-0.6,0.09,0,0,0,0,0,0,-2.5,0.8,10.2,0.16,0.2,0.17,165,-7.1,2.7
2026-1-4 22:00,-3.4,26,-20.3,-9,0,0,0,0,0,1028.9,1025.6,0,0,0,0,0.05,0.4,3.2,6.8,333,337,6.1,-0.6,0.09,0,0,0,0,0,0,-2.4,0.8,10.2,0.16,0.2,0.17,370,-6.9,2.5
2026-1-4 23:00,-3.4,24,-21.2,-9.1,0,0,0,0,0,1029,1025.7,0,0,0,0,0.05,0.4,3.7,7.2,338,342,7.1,-0.8,0.09,0,0,0,0,0,0,-2.2,0.8,10.2,0.16,0.2,0.17,440,-6.8,2.3
2026-1-5 0:00,-3.6,26,-20.4,-9.3,0,0,0,0,0,1028.8,1025.5,0,0,0,0,0.05,0.3,3.5,6.9,337,340,7.2,-1.6,0.09,0,0,0,0,0,0,-2,0.8,10.2,0.16,0.2,0.17,480,-7.1,2.2
2026-1-5 1:00,-4.2,30,-19.4,-9.5,0,0,0,0,0,1028.8,1025.5,0,0,0,0,0.04,0.3,3,6.2,336,339,6.9,-2.6,0.09,0,0,0,0,0,0,-2,0.8,10.2,0.16,0.2,0.17,455,-7.4,2.3
2026-1-5 2:00,-5.1,31,-19.8,-10.2,0,0,0,0,0,1029.2,1025.9,0,0,0,0,0.03,0.3,2.4,5.5,330,335,5.9,-5.2,0.09,0,0,0,0,0,0,-2,0.8,10.1,0.16,0.2,0.17,295,-8.2,2.2
2026-1-5 3:00,-6,35,-19,-10.9,0,0,0,0,0,1029.2,1025.9,0,0,0,0,0.02,0.3,2.2,5.5,336,343,4.7,-5.4,0.09,0,0,0,0,0,0,-2.2,0.8,10.1,0.16,0.2,0.17,190,-8.9,2.2
2026-1-5 4:00,-6.4,38,-18.5,-11.3,0,0,0,0,0,1029.1,1025.8,0,0,0,0,0.02,0.2,2.3,5.5,342,350,4.3,-5.8,0.09,0,0,0,0,0,0,-2.3,0.8,10.1,0.16,0.2,0.17,200,-9.2,2.2
